id,item_group_id,sku,gtin,mpn,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,gender,age_group,color,size
69ad27fe10ea48121430c39f,69ad27fe10ea48121430c39f,BAF-CON-42.5-9BAF,GTIN-69ad27fe10ea48121430c39f,MPN-69ad27fe10ea48121430c39f,"Chuck Taylor | Red & White | Converse","100% authentic original product — not replica, fake or first copy.",in stock,used,3499.00 PKR,https://kicks-kraze.com/product?product_id=69ad27fe10ea48121430c39f,https://kickskraze.b-cdn.net/kickskraze/1PeGemvA-k.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,42.5
69ad278e10ea481214306d5d,69ad278e10ea481214306d5d,BAF-CON-35-2E2B,GTIN-69ad278e10ea481214306d5d,MPN-69ad278e10ea481214306d5d,"Chunky Chuck Taylor | Black & White | Converse","100% authentic original product — not replica, fake or first copy.",out of stock,new,3299.00 PKR,https://kicks-kraze.com/product?product_id=69ad278e10ea481214306d5d,https://kickskraze.b-cdn.net/kickskraze/P4TxMXOu4F.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,0,unisex,all ages,,35
69ad26df10ea48121430422f,69ad26df10ea48121430422f,BAF-VAN-38.5-2FB5,GTIN-69ad26df10ea48121430422f,MPN-69ad26df10ea48121430422f,"Vans | High Heels | Black & White | Old Skool","100% authentic original product — not replica, fake or first copy.",in stock,used,3099.00 PKR,https://kicks-kraze.com/product?product_id=69ad26df10ea48121430422f,https://kickskraze.b-cdn.net/kickskraze/O4ATYSmRjT.webp,Vans,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,38.5
69ad266710ea481214301720,69ad266710ea481214301720,BAF-CON-39-7AEC,GTIN-69ad266710ea481214301720,MPN-69ad266710ea481214301720,"Chuck Taylor | Black & White | Converse","100% authentic original product — not replica, fake or first copy.",out of stock,used,3299.00 PKR,https://kicks-kraze.com/product?product_id=69ad266710ea481214301720,https://kickskraze.b-cdn.net/kickskraze/-o7PsRY1iY.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,0,unisex,all ages,,39
69ad25fc10ea4812142fec15,69ad25fc10ea4812142fec15,BAF-CON-37.5-114D,GTIN-69ad25fc10ea4812142fec15,MPN-69ad25fc10ea4812142fec15,"Converse | Limited Edition | Gray & White | All Star","100% authentic original product — not replica, fake or first copy.",in stock,used,3099.00 PKR,https://kicks-kraze.com/product?product_id=69ad25fc10ea4812142fec15,https://kickskraze.b-cdn.net/kickskraze/S1Y318qpvl.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,37.5
69ad258710ea4812142fc0fe,69ad258710ea4812142fc0fe,BAF-CON-40-86B0,GTIN-69ad258710ea4812142fc0fe,MPN-69ad258710ea4812142fc0fe,"Converse | High Heels | Black & White | All Star","100% authentic original product — not replica, fake or first copy.",in stock,used,3799.00 PKR,https://kicks-kraze.com/product?product_id=69ad258710ea4812142fc0fe,https://kickskraze.b-cdn.net/kickskraze/kP5PWsfRhv.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,40
69ad251f10ea4812142f95cb,69ad251f10ea4812142f95cb,BAF-CON-41.5-638F,GTIN-69ad251f10ea4812142f95cb,MPN-69ad251f10ea4812142f95cb,"Chuck Taylor | Black & White | Converse","100% authentic original product — not replica, fake or first copy.",out of stock,used,3199.00 PKR,https://kicks-kraze.com/product?product_id=69ad251f10ea4812142f95cb,https://kickskraze.b-cdn.net/kickskraze/0rX9sqQ-3z.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,0,unisex,all ages,,41.5
69ad24b610ea4812142f6aa9,69ad24b610ea4812142f6aa9,BAF-VAN-43-A073,GTIN-69ad24b610ea4812142f6aa9,MPN-69ad24b610ea4812142f6aa9,"Vans | Black & White | Old Skool","100% authentic original product — not replica, fake or first copy.",out of stock,used,2999.00 PKR,https://kicks-kraze.com/product?product_id=69ad24b610ea4812142f6aa9,https://kickskraze.b-cdn.net/kickskraze/ApNbUsh4vQ.webp,Vans,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,0,unisex,all ages,,43
69ad247110ea4812142f3f93,69ad247110ea4812142f3f93,BAF-CON-44-B2CC,GTIN-69ad247110ea4812142f3f93,MPN-69ad247110ea4812142f3f93,"Converse | Black & White | One Star","100% authentic original product — not replica, fake or first copy.",in stock,used,3299.00 PKR,https://kicks-kraze.com/product?product_id=69ad247110ea4812142f3f93,https://kickskraze.b-cdn.net/kickskraze/eXDSYb9Z2o.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,44
69acd8dc10ea4812142f0ea6,69acd8dc10ea4812142f0ea6,BAF-CON-42.5-A4FE,GTIN-69acd8dc10ea4812142f0ea6,MPN-69acd8dc10ea4812142f0ea6,"Chuck Taylor | Black & White | Converse","100% authentic original product — not replica, fake or first copy.",out of stock,used,3999.00 PKR,https://kicks-kraze.com/product?product_id=69acd8dc10ea4812142f0ea6,https://kickskraze.b-cdn.net/kickskraze/Owjoao8Z2b.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,0,unisex,all ages,,42.5
